True,251a8c9a1a8238d1144aee4c4789dfec,3cc312b820c85f70fc78c502a74cee2d
False,4d119dd1d62124f1f3e0df120f148939,3cc312b820c85f70fc78c502a74cee2d
False,b1357593adb9aa195a0450b904513bee,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,37ba0528ac4ecae24655d46438e22004,3cc312b820c85f70fc78c502a74cee2d
False,b61fa14e059210e53189a3d558e80691,3cc312b820c85f70fc78c502a74cee2d
False,9775d76f4958563cc6d0bceef13a7fa0,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,bb67a59cd29232d538d2e91ca5977363,8b54e4bca14251d41a6b4692dd02e70d
False,cc5d2aa1e0e76454f6658635601ea44a,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,cfd317dac7c79b76e30574580437a50b,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,4780739e07b7ee8d41c5d069ceb12246,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,a7fbe1ec279641f2ed2d7848102302f0,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,17ad792da30eca23234d552eeb99192f,c05de0fb1c5fdfdd39bc2f2951236912
False,a82566242db1142d2ff2a2ff7c1127c1,f82c6c831f70c7f1185a9a6ea90f5dbf
False,eae3f748716c10a7ac76509b52d4480e,24a46a14caf9f805fe57fa56f7bd3d95
False,1c075d77ee6ca55353b4859e13028754,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,007ee1cb78979aba6216ed61c18eec31,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,7ab2be414c780c97fe80f609100d072c,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,16464946049773fc32d2fb40c057ad4e,24a46a14caf9f805fe57fa56f7bd3d95
False,687e2ad9d0f47df4f6c7d701aacd923d,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,4485ffc86ecde366e351af3615c37eb2,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,3db3464bae8d5bb569d64c21f7c07749,537ce9a91469ebfeb9b976c314ec5079
False,2122124cf1f37d0657d614a855a955d9,537ce9a91469ebfeb9b976c314ec5079
False,415b0ed3f14ea33c29b9e108cb42cd08,537ce9a91469ebfeb9b976c314ec5079
False,c611b3a07ca81a2098d5de8072c6b072,24a46a14caf9f805fe57fa56f7bd3d95
False,bf1bcaec99a6e28c459f41fce9d56113,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,521fc91552e21adf03998ec932c06f3c,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,fad68ae728c456d646375531f64cb56f,24a46a14caf9f805fe57fa56f7bd3d95
False,b890f57e8ae4e8731edd55f7b38af078,5d3de4b59ab914ff033c1cd1ba489663
False,94d5b4566ff1cf9e1eacdd4b907062eb,4ca6cf6f53604290f4dbbced0a6dae6f
False,f1ac5566f034468faf438750e3d62379,4ca6cf6f53604290f4dbbced0a6dae6f
False,d78519620a22cd94f97249d7cd03e3b7,24a46a14caf9f805fe57fa56f7bd3d95
False,7a5aef674b089067cae2e0b0674e1fd8,24a46a14caf9f805fe57fa56f7bd3d95
False,64f2a476bb16b0912858dcf6ae93a1a5,24a46a14caf9f805fe57fa56f7bd3d95
False,7d7be82fd0262c936a5167eee392aca7,f72617264c26335a59f81e66138911f6
False,9e7c71c10785f2b068030309a9ad7fd0,8a78e5ca4f686b97046205d148eb9a9c
False,c341c24249e5f5f4512b6fb6296743bb,24a46a14caf9f805fe57fa56f7bd3d95
False,2029daf7ed0c837bb650c7df805f7380,3cc312b820c85f70fc78c502a74cee2d
False,23101dcac82e68529dbadf726347a25a,2eeab23e25219124ec1ede1f486b0a47
False,852a1df6c432f798a3505cc7d90d48f7,a79b61c24592cf17b1f9b31fe8836e1c
False,f4d9ba4cb091fde4ae4abbd4ebc67656,24a46a14caf9f805fe57fa56f7bd3d95
False,f90f8449afb9ea95fe648ebf978292b5,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,db8620a8c540a7719578a97425cbc751,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,a46ea314544e797c2db1dcfd9450a38d,86ab0afbc4ebc094e2b8a4c4ed3b0b8f
False,e96302a85672f4f70ad4011db9138128,a79b61c24592cf17b1f9b31fe8836e1c
